,Compound,DateTime,Neg,Neu,Pos,Source,Text,Tweets Ago
143,-0.2732,2018-06-10 02:23:44,0.691,0.203,0.106,CBSNews,@CBSNews Sure &amp; most of them illegals paying no tax. He’s leftist views had no basis in reality,44
144,0.7717,2018-06-10 02:23:44,0.688,0.0,0.312,CBSNews,"RT @DavidBegnaud: Sharing highlights of last night from the @PRparadeNYC gala as well as  conversation I had with @DanaTylerTV, sharing sto…",45
145,0.0,2018-06-10 02:23:43,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",46
146,0.0,2018-06-10 02:23:42,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",47
147,0.0,2018-06-10 02:23:41,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",48
148,-0.7269,2018-06-10 02:23:40,0.79,0.21,0.0,CBSNews,"RT @samwhiteout: They killed him because they thought he was gay.

He was 8.

Miss me with the ""you're overreacting"" when it comes to homop…",49
149,0.0,2018-06-10 02:23:40,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",50
150,0.0,2018-06-10 02:23:39,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",51
151,0.0,2018-06-10 02:23:35,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",52
152,-0.8481,2018-06-10 02:23:33,0.566,0.434,0.0,CBSNews,"RT @CBSNews: Mother, her boyfriend sentenced in boy's ""beyond animalistic"" child abuse death https://t.co/gmAJYKjHqm https://t.co/nAVwq2BAL1",53
153,0.5574,2018-06-10 02:23:32,0.765,0.0,0.235,CBSNews,"RT @CBSNews: President Trump says he may pardon Muhammad Ali, who does not need a pardon https://t.co/VwUVPwkYMQ https://t.co/RqRqj3eZbO",54
154,-0.1531,2018-06-10 02:23:32,0.811,0.105,0.084,CBSNews,"RT @RepSwalwell: Sad to hear this. Charles has an agile mind and is always ready to defend his beliefs. He once advised me, before going on…",55
155,0.0,2018-06-10 02:23:31,1.0,0.0,0.0,CBSNews,@quakes @CBSNews  https://t.co/i74aI8yLxZ,56
156,0.0,2018-06-10 02:23:28,1.0,0.0,0.0,CBSNews,RT @tponews: Half the country don’t even know the President is on a historic trip to Singapore because they’re watching #FakeNews #CNN #Msn…,57
157,0.8221,2018-06-10 02:23:26,0.664,0.0,0.336,CBSNews,RT @KYTreasurer: Congratulations to Kentucky-bred Justify on winning the Triple Crown with his Belmont Stakes victory! https://t.co/S1vprUq…,58
158,-0.4404,2018-06-10 02:23:20,0.516,0.335,0.148,CBSNews,Please smack me hard if I ever bitch about anything. Ever. https://t.co/79m8s5ps5x,59
159,0.0,2018-06-10 02:23:19,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",60
160,-0.8481,2018-06-10 02:23:19,0.566,0.434,0.0,CBSNews,"RT @CBSNews: Mother, her boyfriend sentenced in boy's ""beyond animalistic"" child abuse death https://t.co/gmAJYKjHqm https://t.co/nAVwq2BAL1",61
161,0.8221,2018-06-10 02:23:19,0.664,0.0,0.336,CBSNews,RT @KYTreasurer: Congratulations to Kentucky-bred Justify on winning the Triple Crown with his Belmont Stakes victory! https://t.co/S1vprUq…,62
162,0.0,2018-06-10 02:23:16,1.0,0.0,0.0,CBSNews,RT @clintonkowach: Newly released video shows Las Vegas shooting from above https://t.co/1jCaiBQtmg via @CBSNews #News #Bibleprophecy #Trut…,63
163,-0.7351,2018-06-10 02:23:13,0.556,0.444,0.0,CBSNews,"Search teams find body of woman missing in suspected alligator attack 
https://t.co/sWIQujO13O",64
164,0.802,2018-06-10 02:23:11,0.647,0.0,0.353,CBSNews,"RT @CBSNews: Anthony Bourdain famously championed for better treatment, respect and recognition of immigrant laborers in American restauran…",65
165,0.0,2018-06-10 02:23:09,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",66
166,0.0,2018-06-10 02:23:08,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",67
167,0.0,2018-06-10 02:23:08,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",68
168,0.0,2018-06-10 02:23:07,1.0,0.0,0.0,CBSNews,Newly released video shows Las Vegas shooting from above https://t.co/1jCaiBQtmg via @CBSNews #News #Bibleprophecy… https://t.co/saynPTbM1K,69
169,0.0,2018-06-10 02:23:06,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",70
170,0.5574,2018-06-10 02:23:06,0.765,0.0,0.235,CBSNews,"RT @CBSNews: President Trump says he may pardon Muhammad Ali, who does not need a pardon https://t.co/VwUVPwkYMQ https://t.co/RqRqj3eZbO",71
171,0.0,2018-06-10 02:23:04,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",72
172,0.0,2018-06-10 02:23:01,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",73
173,0.0,2018-06-10 02:23:00,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",74
174,0.0,2018-06-10 02:22:59,1.0,0.0,0.0,CBSNews,Paul Alter Biography on Robin Williams sheds new light on his life https://t.co/iGsMtADQcm https://t.co/wLWq0ikBBX,75
175,-0.5267,2018-06-10 02:22:58,0.72,0.191,0.089,CBSNews,"RT @CBSSunday: PREVIEW FOR SUNDAY MORNING

Suicide rates have increased more than 25% since 1999 

@mikeshinoda, co-founder of @linkinpark,…",76
176,0.1531,2018-06-10 02:22:58,0.8,0.088,0.112,CBSNews,"@CBSNews Mr. President you are going to accomplish what No Other President has being able to do 🙌🏽👏🏼🙏🏼
vaya con Dios 🙋🏽🇺🇸",77
177,0.0,2018-06-10 02:22:56,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",78
178,0.0,2018-06-10 02:22:55,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",79
179,0.0,2018-06-10 02:22:51,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",80
180,0.0,2018-06-10 02:22:51,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",81
181,0.0,2018-06-10 02:22:49,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",82
182,-0.6597,2018-06-10 02:22:48,0.766,0.234,0.0,CBSNews,RT @CBSNews: A woman who was out walking her dogs is missing after an alligator reportedly attacked her and dragged her into a pond in Flor…,83
183,0.0,2018-06-10 02:22:48,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",84
184,0.0,2018-06-10 02:22:44,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",85
185,-0.7034,2018-06-10 02:22:43,0.502,0.35,0.148,CBSNews,RT @RealCharlieK: Trudeau TRUE THIS HATERS GONNA HATE @POTUS @VP @realDonaldTrump @KellyannePolls  @EricTrump @DonaldJTrumpJr @JudgeJeanine…,86
186,0.0,2018-06-10 02:22:43,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",87
187,0.0,2018-06-10 02:22:40,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",88
188,0.3818,2018-06-10 02:22:39,0.859,0.0,0.141,CBSNews,"RT @mindyanns: The Trump admin. has decided that these parents, who seek legal asylum, have committed crimes by entering the US. They say t…",89
189,0.0,2018-06-10 02:22:39,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",90
190,-0.2238,2018-06-10 02:22:38,0.9,0.1,0.0,CBSNews,"@CBSNews We have almost always had opposing views, but I'm very sorry to hear this. Godspeed, Mr. Krauthammer.",91
191,0.0,2018-06-10 02:22:34,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",92
192,0.0,2018-06-10 02:22:34,1.0,0.0,0.0,CBSNews,RT @FelixFeralSEA: @tedlieu @nikkihaley @POTUS @realDonaldTrump https://t.co/VDouuVzknP,93
193,0.0,2018-06-10 02:22:33,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",94
194,0.0,2018-06-10 02:22:33,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",95
195,-0.8481,2018-06-10 02:22:29,0.566,0.434,0.0,CBSNews,"RT @CBSNews: Mother, her boyfriend sentenced in boy's ""beyond animalistic"" child abuse death https://t.co/gmAJYKjHqm https://t.co/nAVwq2BAL1",96
196,0.0,2018-06-10 02:22:28,1.0,0.0,0.0,CBSNews,"@FoxNews @SecretaryZinke @POTUS Because Zinke knows all about international affairs. . .  right. 🤨
About as much as… https://t.co/NDFODOaRDu",97
197,0.0,2018-06-10 02:22:28,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",98
198,0.0,2018-06-10 02:22:27,1.0,0.0,0.0,CBSNews,"RT @mfullilove: According to @realDonaldTrump, sanctioning Russia for annexing the territory of its neighbour - thereby breaching the key p…",99
199,-0.7269,2018-06-10 02:22:27,0.79,0.21,0.0,CBSNews,"RT @samwhiteout: They killed him because they thought he was gay.

He was 8.

Miss me with the ""you're overreacting"" when it comes to homop…",100
200,0.0,2018-06-10 02:24:48,1.0,0.0,0.0,CNN,@FoxNews @realDonaldTrump @CNN @POTUS Can never post this enough https://t.co/Z259TjwQJW,1
201,0.0,2018-06-10 02:24:48,1.0,0.0,0.0,CNN,"قناة ""CNN"" التركية |
نادي بيشكتاش يريد مبلغ 15 مليون يورو (66 مليون ريال) من أجل بيع البرتغالي بيبي لنادي #الاتحاد… https://t.co/wQQofhcZgE",2
202,0.8591,2018-06-10 02:24:47,0.632,0.0,0.368,CNN,"RT @AmandiOnAir: Dear @JustinTrudeau, 

The good people of the United States stand in solidarity with you &amp; your fellow citizens, NOT this…",3
203,0.296,2018-06-10 02:24:47,0.909,0.0,0.091,CNN,"RT @FiveRights: .@CNN @MSNBC @ABC @NBC @CBS @nytimes @washingtonpost
You have the same politics as Soros.
Soros admits he wants to impair A…",4
204,0.8591,2018-06-10 02:24:46,0.632,0.0,0.368,CNN,"RT @AmandiOnAir: Dear @JustinTrudeau, 

The good people of the United States stand in solidarity with you &amp; your fellow citizens, NOT this…",5
205,0.0,2018-06-10 02:24:46,1.0,0.0,0.0,CNN,One guess 👉 CNN https://t.co/yfHdaZAFkT,6
206,-0.0258,2018-06-10 02:24:46,0.805,0.1,0.096,CNN,RT @ogwu321: If you grew up in an African household where yo parents watched CNN everyday. Anthony Bourdain passing is like losing uncle,7
207,-0.296,2018-06-10 02:24:46,0.905,0.095,0.0,CNN,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,8
208,0.0,2018-06-10 02:24:46,1.0,0.0,0.0,CNN,"RT @cnnbrk: After Trump reversed his position on a G7 statement, Sen. McCain said to US allies: ""Americans stand with you, even if our Pres…",9
209,0.0,2018-06-10 02:24:45,1.0,0.0,0.0,CNN,@CNN  https://t.co/BKLPAop1uM,10
210,-0.7501,2018-06-10 02:24:45,0.767,0.233,0.0,CNN,"RT @cnnbrk: Trump calls Canada's Trudeau ""very dishonest and weak,"" accuses him of making ""false statements"" and says the US won't sign the…",11
211,0.0,2018-06-10 02:24:45,1.0,0.0,0.0,CNN,"RT @cnnbrk: After Trump reversed his position on a G7 statement, Sen. McCain said to US allies: ""Americans stand with you, even if our Pres…",12
212,-0.291,2018-06-10 02:24:44,0.685,0.19,0.125,CNN,RT @ROHLL5: .@POTUS 🇺🇸 love this man!  Calling @CNN fake news!  We should call him King Trump!!!! He is second to none!!! Thank you Jesus W…,13
213,0.3182,2018-06-10 02:24:43,0.901,0.0,0.099,CNN,@sj_raymond @CNN I'll make sure NOT to ask a Muslim to make me a Christmas cake decorated to say Jesus is the only… https://t.co/vfloz8EyCr,14
214,0.0,2018-06-10 02:24:43,1.0,0.0,0.0,CNN,RT @Vallmeister: Trudeau has SNAPPED and has zero chill for Trump: https://t.co/fTziErOjlC,15
215,0.0,2018-06-10 02:24:43,1.0,0.0,0.0,CNN,"RT @FoxNews: President @realDonaldTrump to CNN reporter: ""I would say that the level of relationship is a 10... You can tell that to your f…",16
216,0.0,2018-06-10 02:24:43,1.0,0.0,0.0,CNN,"RT @NatsukiYasuda: フェンスの近くにいた男性が、『助けてくれ』と呼んでいた。ラザンさんは彼を助けに行った。撃たれたのは、その時だった。

「唯一の武器は白衣」　パレスチナ人看護師、狙撃され死亡 https://t.co/wXewGgJMnU",17
217,-0.1027,2018-06-10 02:24:43,0.935,0.065,0.0,CNN,RT @countusall: An internal Census Bureau memo sent to Commerce Secretary Wilbur Ross warns that adding a citizenship question to the 2020…,18
218,-0.5255,2018-06-10 02:24:43,0.861,0.139,0.0,CNN,"RT @amber_athey: WATCH: President Trump nukes @CNN reporter into another dimension. 

""I figured. Fake news CNN. The worst!"" he said. ""I ha…",19
219,-0.4767,2018-06-10 02:24:43,0.866,0.134,0.0,CNN,"RT @FoxNews: President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News CNN. The wo…",20
220,0.4574,2018-06-10 02:24:42,0.77,0.0,0.23,CNN,"@BreitbartNews Ah yes, CNN, the most untrustworthy name in news! https://t.co/98phl7OPxt",21
221,-0.296,2018-06-10 02:24:42,0.905,0.095,0.0,CNN,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,22
222,0.7783,2018-06-10 02:24:42,0.709,0.0,0.291,CNN,"RT @michele_norris: Hoping @CNN does another @Bourdain tribute but this time focused on his producers , camera crews &amp; fixers who created t…",23
223,-0.2057,2018-06-10 02:24:41,0.898,0.102,0.0,CNN,CNBC correspondent muses on Trump's mental health: 'He did not look well 2 me' https://t.co/zUwBXfx0Y6 #FoxNews Can… https://t.co/oqIZP81wq4,24
224,0.0,2018-06-10 02:24:41,1.0,0.0,0.0,CNN,RT @mhervieuxtenor: Bravo CNN! https://t.co/SAUeQ6fZOw,25
225,0.8591,2018-06-10 02:24:40,0.632,0.0,0.368,CNN,"RT @AmandiOnAir: Dear @JustinTrudeau, 

The good people of the United States stand in solidarity with you &amp; your fellow citizens, NOT this…",26
226,-0.4767,2018-06-10 02:24:40,0.866,0.134,0.0,CNN,"RT @FoxNews: President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News CNN. The wo…",27
227,0.25,2018-06-10 02:24:40,0.764,0.102,0.134,CNN,"RT @dbongino: This is Trump at his best bcz:
1) He drops a neutron bomb on this looney CNN reporter who asks a question in a way designed t…",28
228,-0.5106,2018-06-10 02:24:40,0.852,0.148,0.0,CNN,@PressSec @newsbyhughes @CNN @Scavino45 You're an ugly person. On the inside. You're so out of touch with what Amer… https://t.co/SvOA4GrWth,29
229,0.2392,2018-06-10 02:24:39,0.621,0.151,0.227,CNN,".@CNN is not fake news.They were immediately up front &amp; honest about Anthony Bourdain’s death.

Talking openly abou… https://t.co/AzudqMxICq",30
230,0.0,2018-06-10 02:24:39,1.0,0.0,0.0,CNN,"RT @FoxNews: President @realDonaldTrump to CNN reporter: ""I would say that the level of relationship is a 10... You can tell that to your f…",31
231,0.0,2018-06-10 02:24:39,1.0,0.0,0.0,CNN,"RT @cnnbrk: After Trump reversed his position on a G7 statement, Sen. McCain said to US allies: ""Americans stand with you, even if our Pres…",32
232,0.0,2018-06-10 02:24:39,1.0,0.0,0.0,CNN,"RT @cnnbrk: After Trump reversed his position on a G7 statement, Sen. McCain said to US allies: ""Americans stand with you, even if our Pres…",33
233,-0.3612,2018-06-10 02:24:38,0.889,0.111,0.0,CNN,"@CNN After hearing some of the ridiculous statements that Trump's made lately, I'm thinking Kim is the one that doe… https://t.co/iY0zd32BhF",34
234,-0.296,2018-06-10 02:24:38,0.905,0.095,0.0,CNN,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,35
235,0.0,2018-06-10 02:24:37,1.0,0.0,0.0,CNN,@VocalLisa @cyndi_gase @RyanEGraney @PressSec @newsbyhughes @CNN @Scavino45 You realize they made that graphic and… https://t.co/GTZr4SfDLc,36
236,0.0,2018-06-10 02:24:37,1.0,0.0,0.0,CNN,RT @ben_muangwong: MIT สร้าง AI โรคจิตอย่าง Norman ขึ้นมาเพื่อพิสูจน์ว่า AI อาจสร้างความเสียหายและเป็นอันตรายต่อมนุษย์ได้ หากถูกป้อนด้วยข้อ…,37
237,0.25,2018-06-10 02:24:37,0.764,0.102,0.134,CNN,"RT @dbongino: This is Trump at his best bcz:
1) He drops a neutron bomb on this looney CNN reporter who asks a question in a way designed t…",38
238,-0.4125,2018-06-10 02:24:37,0.509,0.28,0.211,CNN,"RT @KagroX: #SanctionTrump. I'm not kidding, @JustinTrudeau. Treat him like an #AmericanOligarch. Freeze his assets. Ban his family's trave…",39
239,0.6808,2018-06-10 02:24:37,0.804,0.0,0.196,CNN,"RT @ShaunKing: This teenager came to the United States as a little boy and was raised in Iowa. 

The United States deported him to a city i…",40
240,0.0,2018-06-10 02:24:36,1.0,0.0,0.0,CNN,"RT @cnnbrk: After Trump reversed his position on a G7 statement, Sen. McCain said to US allies: ""Americans stand with you, even if our Pres…",41
241,-0.296,2018-06-10 02:24:36,0.905,0.095,0.0,CNN,RT @cnni: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on s…,42
242,0.8591,2018-06-10 02:24:36,0.632,0.0,0.368,CNN,"RT @AmandiOnAir: Dear @JustinTrudeau, 

The good people of the United States stand in solidarity with you &amp; your fellow citizens, NOT this…",43
243,0.4588,2018-06-10 02:24:36,0.857,0.0,0.143,CNN,RT @Variety: A series of Bourdain’s favorite ‘Parts Unknown’ episodes will air on CNN starting at 8 p.m. on Saturday https://t.co/LxqdSJogZE,44
244,-0.8442,2018-06-10 02:24:35,0.69,0.31,0.0,CNN,"Anthony Bourdain, celebrity chef, television host and author, has died at age 61 in an apparent suicide, CNN says https://t.co/xRsUpU52H6",45
245,-0.296,2018-06-10 02:24:35,0.905,0.095,0.0,CNN,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,46
246,-0.296,2018-06-10 02:24:35,0.905,0.095,0.0,CNN,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,47
247,-0.291,2018-06-10 02:24:35,0.685,0.19,0.125,CNN,RT @ROHLL5: .@POTUS 🇺🇸 love this man!  Calling @CNN fake news!  We should call him King Trump!!!! He is second to none!!! Thank you Jesus W…,48
248,-0.7688,2018-06-10 02:24:35,0.618,0.307,0.074,CNN,RT @goldengateblond: It’s time for even the most virulent of haters to admit it: Hillary was right.  https://t.co/RBtb73vC5k,49
249,0.0,2018-06-10 02:24:35,1.0,0.0,0.0,CNN,"RT @chicohakim: Statement yg dikutip CNN ini cukup menjadi penentu sikap. 

Kami mohon kepada Presiden @jokowi agar tidak menemui Amien Rai…",50
250,0.0,2018-06-10 02:24:34,1.0,0.0,0.0,CNN,"RT @cnnbrk: After Trump reversed his position on a G7 statement, Sen. McCain said to US allies: ""Americans stand with you, even if our Pres…",51
251,-0.296,2018-06-10 02:24:34,0.905,0.095,0.0,CNN,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,52
252,0.1027,2018-06-10 02:24:34,0.6,0.187,0.213,CNN,@CNN 💔 Ill find the courage to watch this some other time,53
253,0.34,2018-06-10 02:24:32,0.746,0.082,0.172,CNN,"RT @jimsciutto: And in response, Trump says he will no longer endorse G7 communique. Please explain how that is strategic rather than react…",54
254,0.5657,2018-06-10 02:24:31,0.763,0.0,0.237,CNN,Really challenging to fit in time for family AND the gym. Consider combining the two: https://t.co/k42WGyU6sT… https://t.co/zfk3tlvP3J,55
255,0.0,2018-06-10 02:24:31,1.0,0.0,0.0,CNN,"RT @cnnbrk: After Trump reversed his position on a G7 statement, Sen. McCain said to US allies: ""Americans stand with you, even if our Pres…",56
256,0.7717,2018-06-10 02:24:31,0.639,0.073,0.288,CNN,"RT @drsanjaygupta: We lost a big bright light -- a truly gifted soul and my friend. Every time I travel or write, I think of Tony. This is…",57
257,0.0,2018-06-10 02:24:31,1.0,0.0,0.0,CNN,モザンビークで「攻撃の恐れ」　米大使館が警戒呼びかけ（https://t.co/OYDVl8If6I）   https://t.co/yaOG9OnmuS,58
258,0.0,2018-06-10 02:24:31,1.0,0.0,0.0,CNN,"RT @cnnbrk: After Trump reversed his position on a G7 statement, Sen. McCain said to US allies: ""Americans stand with you, even if our Pres…",59
259,0.0,2018-06-10 02:24:31,1.0,0.0,0.0,CNN,"RT @cnnbrk: After Trump reversed his position on a G7 statement, Sen. McCain said to US allies: ""Americans stand with you, even if our Pres…",60
260,0.4939,2018-06-10 02:24:30,0.868,0.0,0.132,CNN,"RT @RevoltPolitic: Donald Trump is ""a tool of the wealthiest people in this country and I think the American people understand that.""
https…",61
261,-0.3818,2018-06-10 02:24:30,0.885,0.115,0.0,CNN,"RT @JimPethokoukis: ""Globally, tariffs are close to their lowest levels ever — averaging around 2.9% — according to the latest data from th…",62
262,-0.6901,2018-06-10 02:24:30,0.76,0.24,0.0,CNN,"RT @CNN: President Trump calls Canadian Prime Minister Justin Trudeau ""very dishonest and weak,"" accusing him of making ""false statements""…",63
263,-0.296,2018-06-10 02:24:30,0.905,0.095,0.0,CNN,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,64
264,0.0,2018-06-10 02:24:30,1.0,0.0,0.0,CNN,RT @REALtalk4uHATER: @CNN We are living in real life South Park movie. New policy advisor for @realDonaldTrump! #BlameCanada https://t.co/G…,65
265,-0.6486,2018-06-10 02:24:30,0.725,0.275,0.0,CNN,@amber_athey @CNN How can you even think about taking that question seriously?  Should be fired immediately.,66
266,-0.296,2018-06-10 02:24:29,0.905,0.095,0.0,CNN,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,67
267,0.6808,2018-06-10 02:24:29,0.804,0.0,0.196,CNN,"RT @ShaunKing: This teenager came to the United States as a little boy and was raised in Iowa. 

The United States deported him to a city i…",68
268,-0.296,2018-06-10 02:24:29,0.905,0.095,0.0,CNN,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,69
269,-0.296,2018-06-10 02:24:29,0.905,0.095,0.0,CNN,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,70
270,0.0,2018-06-10 02:24:28,1.0,0.0,0.0,CNN,@CNN Trudeau should sic Leafs fans on Trump. He'll never make it back in one piece.😂,71
271,0.25,2018-06-10 02:24:28,0.764,0.102,0.134,CNN,"RT @dbongino: This is Trump at his best bcz:
1) He drops a neutron bomb on this looney CNN reporter who asks a question in a way designed t…",72
272,0.0,2018-06-10 02:24:28,1.0,0.0,0.0,CNN,#WHotelsGroup    #WholesaleHotels    #betterDeals    #discountedQUALITYstays    #TravelTips    #Thrillseeker… https://t.co/hIhkeWlZbE,73
273,0.6808,2018-06-10 02:24:27,0.804,0.0,0.196,CNN,"RT @ShaunKing: This teenager came to the United States as a little boy and was raised in Iowa. 

The United States deported him to a city i…",74
274,0.8591,2018-06-10 02:24:27,0.632,0.0,0.368,CNN,"RT @AmandiOnAir: Dear @JustinTrudeau, 

The good people of the United States stand in solidarity with you &amp; your fellow citizens, NOT this…",75
275,0.0,2018-06-10 02:24:26,1.0,0.0,0.0,CNN,"RT @CMonteroOficial: #Venezuela es el país más peligroso en el mundo por segundo año consecutivo, según una encuesta de Gallup, cayendo por…",76
276,0.0,2018-06-10 02:24:25,1.0,0.0,0.0,CNN,#WholesaleHotelsGroup    #WHotelsGroup    #WholesaleHotels    #more4Less    #discountedQUALITYstays    #BestCities… https://t.co/oKRab1Xh3E,77
277,-0.5307,2018-06-10 02:24:25,0.832,0.168,0.0,CNN,"RT @100PercFEDUP: ON FIRE! TRUMP CALLS OUT CNN Reporter: ""I figured...fake news CNN. The worst."" [Video] 

https://t.co/27dxvXYCxR https://…",78
278,-0.8172,2018-06-10 02:24:25,0.746,0.254,0.0,CNN,"RT @RealJack: RETWEET if you think Fake News CNN is the worst!

After a question, President Trump asked a reporter, “Who are you with out o…",79
279,-0.6705,2018-06-10 02:24:25,0.71,0.29,0.0,CNN,Teenager from Iowa killed after ICE returns him to Mexico - CNN https://t.co/pvmZeZDSr6,80
280,0.0,2018-06-10 02:24:24,1.0,0.0,0.0,CNN,https://t.co/l7u3558NIN,81
281,-0.2732,2018-06-10 02:24:24,0.909,0.091,0.0,CNN,RT @NeonNettle: Evidence has emerged that CNN reporter Anthony Bourdain was about to run a report exposing an elite pedophile ring right be…,82
282,0.0,2018-06-10 02:24:24,1.0,0.0,0.0,CNN,#WholesaleHotelsGroup    #WHotelsGroup    #WholesaleHotels    #betterDeals    #more4Less    #Traveler… https://t.co/E1p0ynVpfZ,83
283,0.7402,2018-06-10 02:24:24,0.705,0.0,0.295,CNN,"@ddale8 Interestingly, I never really registered any strong feelings either way. Then, last night in a @CNN segment… https://t.co/V3iIg2ZBHq",84
284,0.6808,2018-06-10 02:24:24,0.804,0.0,0.196,CNN,"RT @ShaunKing: This teenager came to the United States as a little boy and was raised in Iowa. 

The United States deported him to a city i…",85
285,-0.3612,2018-06-10 02:24:24,0.772,0.143,0.085,CNN,"RT @PoliticalShort: CNN is a complete and utter joke. What a pathetic hack of a question. Trump was right to call this ""reporter"" out. 

ht…",86
